classification_path,name,is_group,table_column,printed_page,scan_leaf,unit_code,unit,persons,males,females
B. Vernaculars of other Asiatic countries and Africa > Malayo-Polynesian Family,Malayo-Polynesian Family,1,,,,14,Punjab,10,7,3
B. Vernaculars of other Asiatic countries and Africa > Malayo-Polynesian Family,Malayo-Polynesian Family,1,,,,15,United Provinces of Agra and Oudh,1,0,1
B. Vernaculars of other Asiatic countries and Africa > Malayo-Polynesian Family,Malayo-Polynesian Family,1,,,,17,Baluchistan States,1,1,0
B. Vernaculars of other Asiatic countries and Africa > Malayo-Polynesian Family,Malayo-Polynesian Family,1,,,,26,Jammu and Kashmir State,4,0,4
B. Vernaculars of other Asiatic countries and Africa > Malayo-Polynesian Family,Malayo-Polynesian Family,1,,,,32,Rajputana Agency,1,0,1
B. Vernaculars of other Asiatic countries and Africa > Malayo-Polynesian Family > Malayan Group,Malayan Group,1,869,504,509,INDIA,India,342,208,134
B. Vernaculars of other Asiatic countries and Africa > Malayo-Polynesian Family > Malayan Group,Malayan Group,1,869,504,509,PROV,Provinces,336,207,129
B. Vernaculars of other Asiatic countries and Africa > Malayo-Polynesian Family > Malayan Group,Malayan Group,1,869,504,509,STATES,States and Agencies,6,1,5
B. Vernaculars of other Asiatic countries and Africa > Malayo-Polynesian Family > Malayan Group,Malayan Group,1,869,504,509,7,Bombay (including Aden),266,157,109
B. Vernaculars of other Asiatic countries and Africa > Malayo-Polynesian Family > Malayan Group,Malayan Group,1,869,504,509,7a,Aden,2,,2
B. Vernaculars of other Asiatic countries and Africa > Malayo-Polynesian Family > Malayan Group,Malayan Group,1,869,504,509,8,Burma,51,39,12
B. Vernaculars of other Asiatic countries and Africa > Malayo-Polynesian Family > Malayan Group,Malayan Group,1,869,504,509,11,Delhi,2,1,1
B. Vernaculars of other Asiatic countries and Africa > Malayo-Polynesian Family > Malayan Group,Malayan Group,1,869,504,509,12,Madras,6,3,3
B. Vernaculars of other Asiatic countries and Africa > Malayo-Polynesian Family > Malayan Group,Malayan Group,1,869,504,509,14,Punjab,10,7,3
B. Vernaculars of other Asiatic countries and Africa > Malayo-Polynesian Family > Malayan Group,Malayan Group,1,869,504,509,15,United Provinces of Agra and Oudh,1,,1
